1	0.310461	0.7028
121	0.421988	0.240095
241	0.378351	0.22312
361	0.397171	0.0703268
481	0.580776	0.323098
601	0.675073	0.497456
721	0.705046	0.427529
841	0.70968	0.305834
961	0.708263	0.0812341
1081	0.705751	0.0703317
1201	0.705422	0.058878
1321	0.704617	0.0689805
1441	0.708846	0.192612
1561	0.747168	0.702498
1681	0.726756	0.62998
1801	0.602193	0.740724
1921	0.687812	0.495371
2041	0.637105	0.373217
2161	0.636763	0.335007
2281	0.333551	0.476507
2401	0.4862	0.22811
2521	0.328354	0.186368
2641	0.292998	0.182159
2761	0.311032	0.199998
2881	0.267444	0.198244
3001	0.755707	0.777249
3121	0.749576	0.561378
3241	0.728673	0.291261
3361	0.72919	0.0987366
3481	0.734702	0.0862244
3601	0.733673	0.0489829
3721	0.732249	0.119668
3841	0.733685	0.214837
3961	0.735259	0.0618146
4081	0.734456	0.0543683
4201	0.738688	0.376449
4321	0.740644	0.713656
4441	0.687202	0.650671
4561	0.72458	0.652029
4681	0.6691	0.61861
4801	0.268366	0.693744
4921	0.243827	0.0594927
5041	0.234939	0.0733512
5161	0.166271	0.0290098
5281	0.369039	0.112098
5401	0.483132	0.387046
5521	0.712954	0.712688
5641	0.692149	0.577551
