1	0.310461	0.7028
61	0.350898	0.128537
121	0.421988	0.170461
181	0.393429	0.218356
241	0.378351	0.0738561
301	0.364841	0.0426878
361	0.397171	0.0626976
421	0.467849	0.190124
481	0.580776	0.302149
541	0.654622	0.281966
601	0.675073	0.348895
661	0.711395	0.304563
721	0.705046	0.245405
781	0.707944	0.153022
841	0.70968	0.14702
901	0.709583	0.0635146
961	0.708263	0.0694439
1021	0.706351	0.0656341
1081	0.705751	0.0591732
1141	0.70548	0.0706341
1201	0.705422	0.0695049
1261	0.704561	0.0808317
1321	0.704617	0.0782366
1381	0.705278	0.0815098
1441	0.708846	0.188815
1501	0.726395	0.577768
1561	0.747168	0.672039
1621	0.741968	0.653398
1681	0.726756	0.636368
1741	0.685368	0.636651
1801	0.602193	0.61429
1861	0.500932	0.417917
1921	0.687812	0.466161
1981	0.296154	0.443951
2041	0.637105	0.332973
2101	0.248402	0.404273
2161	0.636763	0.447102
2221	0.22412	0.476566
2281	0.333551	0.126093
2341	0.228815	0.153524
2401	0.4862	0.172478
2461	0.231812	0.190783
2521	0.328354	0.152424
2581	0.194193	0.105205
2641	0.292998	0.119544
2701	0.37649	0.22169
2761	0.311032	0.235888
2821	0.251771	0.180246
2881	0.267444	0.070961
2941	0.266273	0.0923317
3001	0.755707	0.779971
3061	0.763371	0.461324
3121	0.749576	0.345632
3181	0.740573	0.227573
3241	0.728673	0.195939
3301	0.730371	0.0792805
3361	0.72919	0.0843927
3421	0.730595	0.0862122
3481	0.734702	0.0604244
3541	0.734676	0.0464341
3601	0.733673	0.0448512
3661	0.734259	0.0545244
3721	0.732249	0.119173
3781	0.731788	0.138271
3841	0.733685	0.163373
3901	0.733222	0.0750951
3961	0.735259	0.0656659
4021	0.735576	0.0709537
4081	0.734456	0.0715439
4141	0.731956	0.116329
4201	0.738688	0.36438
4261	0.744441	0.702798
4321	0.740644	0.689229
4381	0.743883	0.686705
4441	0.687202	0.6016
4501	0.704883	0.624854
4561	0.72458	0.654851
4621	0.720807	0.59512
4681	0.6691	0.451366
4741	0.740234	0.425932
4801	0.268366	0.687951
4861	0.213183	0.0206561
4921	0.243827	0.0635244
4981	0.35522	0.165827
5041	0.234939	0.140573
5101	0.293449	0.197885
5161	0.166271	0.192024
5221	0.167268	0.00667073
5281	0.369039	0.106876
5341	0.609568	0.320622
5401	0.483132	0.269227
5461	0.583624	0.420873
5521	0.712954	0.662715
5581	0.701673	0.41151
5641	0.692149	0.375715
5701	0.691932	0.259602
