1	0.308667	0.7003
4	0.301	0.0553667
7	0.300467	0.0629667
10	0.3113	0.071
13	0.332033	0.0659
16	0.3483	0.0635
19	0.357767	0.0645667
22	0.371667	0.052
25	0.384933	0.0539333
28	0.3861	0.0569667
31	0.3819	0.0577667
34	0.3785	0.0549
37	0.3821	0.0514667
40	0.3764	0.0496333
43	0.3684	0.0465
46	0.3571	0.0528
49	0.353	0.0363
52	0.3486	0.0344333
55	0.348	0.0337
58	0.350367	0.0324
61	0.349633	0.0320667
64	0.3476	0.0317667
67	0.3476	0.0283
70	0.340333	0.0386
73	0.341333	0.0237667
76	0.341033	0.0255667
79	0.342	0.0311667
82	0.349067	0.0409667
85	0.360667	0.0535333
88	0.376033	0.0645
91	0.387733	0.0714333
94	0.4028	0.110167
97	0.417933	0.0806
100	0.4316	0.0738667
103	0.4419	0.0704333
106	0.446233	0.0764
109	0.448667	0.0782667
112	0.443933	0.0859667
115	0.440833	0.0902667
118	0.4299	0.0917667
121	0.422333	0.113467
124	0.429567	0.0883
127	0.434167	0.0895
130	0.443567	0.0919333
133	0.4423	0.086
136	0.449733	0.0789333
139	0.447433	0.0742333
142	0.4502	0.0703
145	0.438033	0.0834667
148	0.435633	0.0604
151	0.433033	0.0575
154	0.433667	0.0555667
157	0.429133	0.0546667
160	0.4232	0.0418
163	0.418733	0.0435667
166	0.415333	0.0438333
169	0.400467	0.0643667
172	0.398367	0.0431
175	0.395267	0.0366
178	0.394233	0.0355333
181	0.392733	0.0304
184	0.390833	0.0311333
187	0.3861	0.0276667
190	0.385133	0.0219333
193	0.383333	0.0181333
196	0.377267	0.0376333
199	0.377	0.0163
202	0.377267	0.0109333
205	0.376833	0.011
208	0.376133	0.00926667
211	0.3763	0.00966667
214	0.375733	0.0100333
217	0.375933	0.0104
220	0.379533	0.0346333
223	0.3792	0.0130667
226	0.3795	0.00896667
229	0.377967	0.0094
232	0.377667	0.0097
235	0.378	0.0101667
238	0.376867	0.011
241	0.3772	0.0124667
244	0.375033	0.0373
247	0.375767	0.0149667
250	0.375467	0.00923333
253	0.3761	0.0069
256	0.3758	0.0058
259	0.376433	0.00656667
262	0.3757	0.00633333
265	0.374167	0.00706667
268	0.374033	0.0063
271	0.368633	0.0296667
274	0.368033	0.00856667
277	0.368167	0.00893333
280	0.3723	0.01
283	0.375033	0.0120667
286	0.3781	0.0161667
289	0.3784	0.0159
292	0.376267	0.0138333
295	0.3702	0.0378667
298	0.366167	0.0154333
301	0.362567	0.0115333
304	0.3619	0.0099
307	0.3631	0.0106333
310	0.3644	0.0131
313	0.364267	0.0141333
316	0.364933	0.0119667
319	0.367733	0.0438
322	0.366767	0.0160667
325	0.3681	0.0142
328	0.3688	0.0139667
331	0.369467	0.0140667
334	0.3697	0.00643333
337	0.368633	0.00686667
